DateOfCall,IncidentCount,DATE,TX,Q_TX,TN,Q_TN,TG,Q_TG,SS,Q_SS,SD,Q_SD,RR,Q_RR,QQ,Q_QQ,PP,Q_PP,HU,Q_HU,CC,Q_CC,IsWeekend,weekday,IsBankHoliday
2023-08-30,368,2023-08-30,173.0,0,105.0,0,158.0,0,55.0,0,0.0,0,0.0,0,178.0,0,10088.0,0,68.0,0,5.0,0,0,Wednesday,0
2023-08-31,307,2023-08-31,229.0,0,113.0,0,143.0,0,1.0,0,0.0,0,12.0,0,85.0,0,10098.0,0,83.0,0,8.0,0,0,Thursday,0
2023-09-01,383,2023-09-01,244.0,0,140.0,0,184.0,0,28.0,0,0.0,0,2.0,0,128.0,0,10108.0,0,85.0,0,6.0,0,0,Friday,0
2023-09-02,387,2023-09-02,268.0,0,168.0,0,206.0,0,36.0,0,0.0,0,0.0,0,146.0,0,10207.0,0,78.0,0,5.0,0,1,Saturday,0
2023-09-03,375,2023-09-03,300.0,0,134.0,0,201.0,0,112.0,0,0.0,0,0.0,0,227.0,0,10266.0,0,73.0,0,0.0,0,1,Sunday,0
2023-09-04,390,2023-09-04,305.0,0,161.0,0,231.0,0,114.0,0,0.0,0,0.0,0,232.0,0,10225.0,0,65.0,0,1.0,0,0,Monday,0
2023-09-05,390,2023-09-05,316.0,0,158.0,0,231.0,0,113.0,0,0.0,0,0.0,0,219.0,0,10174.0,0,64.0,0,0.0,0,0,Tuesday,0
2023-09-06,414,2023-09-06,323.0,0,167.0,0,241.0,0,99.0,0,0.0,0,0.0,0,187.0,0,10186.0,0,63.0,0,0.0,0,0,Wednesday,0
2023-09-07,396,2023-09-07,305.0,0,187.0,0,255.0,0,106.0,0,0.0,0,0.0,0,212.0,0,10169.0,0,63.0,0,1.0,0,0,Thursday,0
2023-09-08,456,2023-09-08,330.0,0,189.0,0,247.0,0,35.0,0,0.0,0,0.0,0,141.0,0,10164.0,0,63.0,0,6.0,0,0,Friday,0
2023-09-09,454,2023-09-09,303.0,0,188.0,0,259.0,0,108.0,0,0.0,0,0.0,0,198.0,0,10157.0,0,58.0,0,2.0,0,1,Saturday,0
2023-09-10,424,2023-09-10,265.0,0,189.0,0,246.0,0,57.0,0,0.0,0,0.0,0,125.0,0,10148.0,0,71.0,0,2.0,0,1,Sunday,0
2023-09-11,351,2023-09-11,242.0,0,186.0,0,226.0,0,41.0,0,0.0,0,0.0,0,151.0,0,10134.0,0,73.0,0,6.0,0,0,Monday,0
2023-09-12,346,2023-09-12,216.0,0,175.0,0,209.0,0,4.0,0,0.0,0,72.0,0,94.0,0,10140.0,0,81.0,0,8.0,0,0,Tuesday,0
2023-09-13,352,2023-09-13,244.0,0,139.0,0,178.0,0,35.0,0,0.0,0,0.0,0,121.0,0,10212.0,0,71.0,0,7.0,0,0,Wednesday,0
2023-09-14,374,2023-09-14,258.0,0,132.0,0,188.0,0,103.0,0,0.0,0,0.0,0,204.0,0,10206.0,0,68.0,0,2.0,0,0,Thursday,0
2023-09-15,382,2023-09-15,270.0,0,116.0,0,187.0,0,78.0,0,0.0,0,0.0,0,161.0,0,10147.0,0,71.0,0,1.0,0,0,Friday,0
2023-09-16,361,2023-09-16,226.0,0,139.0,0,204.0,0,68.0,0,0.0,0,0.0,0,153.0,0,10131.0,0,68.0,0,3.0,0,1,Saturday,0
2023-09-17,353,2023-09-17,210.0,0,161.0,0,194.0,0,9.0,0,0.0,0,148.0,0,77.0,0,10103.0,0,85.0,0,7.0,0,1,Sunday,0
2023-09-18,400,2023-09-18,202.0,0,158.0,0,184.0,0,38.0,0,0.0,0,6.0,0,114.0,0,10025.0,0,80.0,0,6.0,0,0,Monday,0
2023-09-19,350,2023-09-19,209.0,0,125.0,0,164.0,0,0.0,0,0.0,0,0.0,0,56.0,0,10059.0,0,79.0,0,7.0,0,0,Tuesday,0
2023-09-20,473,2023-09-20,189.0,0,162.0,0,186.0,0,4.0,0,0.0,0,268.0,0,47.0,0,9985.0,0,83.0,0,8.0,0,0,Wednesday,0
2023-09-21,407,2023-09-21,187.0,0,109.0,0,149.0,0,69.0,0,0.0,0,60.0,0,145.0,0,9958.0,0,83.0,0,5.0,0,0,Thursday,0
2023-09-22,370,2023-09-22,191.0,0,103.0,0,145.0,0,64.0,0,0.0,0,2.0,0,138.0,0,10018.0,0,80.0,0,5.0,0,0,Friday,0
2023-09-23,366,2023-09-23,217.0,0,83.0,0,137.0,0,72.0,0,0.0,0,0.0,0,163.0,0,10158.0,0,71.0,0,2.0,0,1,Saturday,0
2023-09-24,302,2023-09-24,228.0,0,111.0,0,164.0,0,9.0,0,0.0,0,2.0,0,97.0,0,10177.0,0,74.0,0,6.0,0,1,Sunday,0
2023-09-25,320,2023-09-25,234.0,0,157.0,0,192.0,0,82.0,0,0.0,0,0.0,0,167.0,0,10187.0,0,74.0,0,5.0,0,0,Monday,0
2023-09-26,353,2023-09-26,218.0,0,120.0,0,177.0,0,46.0,0,0.0,0,0.0,0,124.0,0,10171.0,0,79.0,0,6.0,0,0,Tuesday,0
2023-09-27,375,2023-09-27,196.0,0,134.0,0,176.0,0,10.0,0,0.0,0,0.0,0,80.0,0,10135.0,0,81.0,0,7.0,0,0,Wednesday,0
2023-09-28,332,2023-09-28,204.0,0,153.0,0,174.0,0,8.0,0,0.0,0,34.0,0,77.0,0,10129.0,0,73.0,0,7.0,0,0,Thursday,0
2023-09-29,361,2023-09-29,201.0,0,153.0,0,179.0,0,82.0,0,0.0,0,0.0,0,162.0,0,10182.0,0,74.0,0,5.0,0,0,Friday,0
2023-09-30,386,2023-09-30,222.0,0,116.0,0,158.0,0,49.0,0,0.0,0,0.0,0,125.0,0,10244.0,0,76.0,0,7.0,0,1,Saturday,0
2023-10-01,359,2023-10-01,191.0,0,146.0,0,184.0,0,2.0,0,0.0,0,0.0,0,63.0,0,10202.0,0,84.0,0,6.0,0,1,Sunday,0
2023-10-02,376,2023-10-02,193.0,0,155.0,0,173.0,0,0.0,0,0.0,0,12.0,0,38.0,0,10158.0,0,92.0,0,8.0,0,0,Monday,0
2023-10-03,361,2023-10-03,190.0,0,120.0,0,157.0,0,70.0,0,0.0,0,0.0,0,128.0,0,10191.0,0,76.0,0,5.0,0,0,Tuesday,0
2023-10-04,369,2023-10-04,199.0,0,110.0,0,150.0,0,26.0,0,0.0,0,0.0,0,104.0,0,10260.0,0,75.0,0,6.0,0,0,Wednesday,0
2023-10-05,348,2023-10-05,217.0,0,132.0,0,166.0,0,19.0,0,0.0,0,0.0,0,89.0,0,10244.0,0,73.0,0,7.0,0,0,Thursday,0
2023-10-06,343,2023-10-06,254.0,0,135.0,0,176.0,0,61.0,0,0.0,0,0.0,0,120.0,0,10232.0,0,78.0,0,5.0,0,0,Friday,0
2023-10-07,364,2023-10-07,255.0,0,143.0,0,199.0,0,73.0,0,0.0,0,0.0,0,132.0,0,10231.0,0,75.0,0,2.0,0,1,Saturday,0
2023-10-08,366,2023-10-08,247.0,0,120.0,0,188.0,0,84.0,0,0.0,0,0.0,0,0.0,1,10241.0,0,73.0,0,3.0,0,1,Sunday,0
2023-10-09,429,2023-10-09,232.0,0,127.0,0,187.0,0,69.0,0,0.0,0,0.0,0,119.0,0,10215.0,0,76.0,0,2.0,0,0,Monday,0
2023-10-10,356,2023-10-10,202.0,0,133.0,0,182.0,0,80.0,0,0.0,0,0.0,0,127.0,0,10172.0,0,82.0,0,2.0,0,0,Tuesday,0
2023-10-11,376,2023-10-11,197.0,0,144.0,0,173.0,0,1.0,0,0.0,0,92.0,0,54.0,0,10128.0,0,85.0,0,8.0,0,0,Wednesday,0
2023-10-12,397,2023-10-12,207.0,0,124.0,0,161.0,0,0.0,0,0.0,0,114.0,0,33.0,0,10117.0,0,95.0,0,8.0,0,0,Thursday,0
2023-10-13,411,2023-10-13,139.0,1,128.0,0,168.0,1,16.0,0,0.0,0,44.0,0,58.0,0,10021.0,0,87.0,0,7.0,0,0,Friday,0
2023-10-14,385,2023-10-14,114.0,0,71.0,0,105.0,0,63.0,0,0.0,0,4.0,0,108.0,0,10173.0,0,77.0,0,1.0,0,1,Saturday,0
2023-10-15,370,2023-10-15,127.0,0,32.0,0,73.0,0,94.0,0,0.0,0,0.0,0,135.0,0,10258.0,0,71.0,0,1.0,0,1,Sunday,0
2023-10-16,390,2023-10-16,153.0,0,17.0,0,72.0,0,30.0,0,0.0,0,0.0,0,84.0,0,10218.0,0,78.0,0,7.0,0,0,Monday,0
2023-10-17,381,2023-10-17,172.0,0,65.0,0,109.0,0,47.0,0,0.0,0,0.0,0,95.0,0,10139.0,0,67.0,0,6.0,0,0,Tuesday,0
2023-10-18,365,2023-10-18,188.0,0,111.0,0,142.0,0,0.0,0,0.0,0,104.0,0,31.0,0,9946.0,0,84.0,0,8.0,0,0,Wednesday,0
2023-10-19,430,2023-10-19,187.0,0,125.0,0,157.0,0,7.0,0,0.0,0,360.0,0,53.0,0,9836.0,0,90.0,0,8.0,0,0,Thursday,0
2023-10-20,416,2023-10-20,179.0,0,141.0,0,164.0,0,22.0,0,0.0,0,6.0,0,64.0,0,9767.0,0,90.0,0,7.0,0,0,Friday,0
2023-10-21,380,2023-10-21,168.0,0,115.0,0,147.0,0,15.0,0,0.0,0,44.0,0,60.0,0,9850.0,0,91.0,0,7.0,0,1,Saturday,0
2023-10-22,395,2023-10-22,152.0,0,68.0,0,118.0,0,79.0,0,0.0,0,0.0,0,110.0,0,10052.0,0,81.0,0,2.0,0,1,Sunday,0
2023-10-23,330,2023-10-23,160.0,0,66.0,0,109.0,0,13.0,0,0.0,0,36.0,0,62.0,0,10073.0,0,87.0,0,5.0,0,0,Monday,0
2023-10-24,353,2023-10-24,153.0,0,96.0,0,128.0,0,43.0,0,0.0,0,14.0,0,87.0,0,10010.0,0,85.0,0,5.0,0,0,Tuesday,0
2023-10-25,367,2023-10-25,170.0,0,83.0,0,118.0,0,36.0,0,0.0,0,46.0,0,77.0,0,9960.0,0,86.0,0,7.0,0,0,Wednesday,0
2023-10-26,332,2023-10-26,151.0,0,88.0,0,129.0,0,37.0,0,0.0,0,2.0,0,76.0,0,9912.0,0,88.0,0,5.0,0,0,Thursday,0
2023-10-27,352,2023-10-27,158.0,0,68.0,0,109.0,0,30.0,0,0.0,0,4.0,0,70.0,0,9903.0,0,89.0,0,5.0,0,0,Friday,0
2023-10-28,353,2023-10-28,122.0,0,81.0,0,119.0,0,28.0,0,0.0,0,136.0,0,67.0,0,9875.0,0,91.0,0,7.0,0,1,Saturday,0
2023-10-29,369,2023-10-29,159.0,0,88.0,0,105.0,0,19.0,0,0.0,0,52.0,0,38.0,0,9883.0,0,89.0,0,5.0,0,1,Sunday,0
2023-10-30,363,2023-10-30,162.0,0,88.0,0,123.0,0,40.0,0,0.0,0,2.0,0,65.0,0,9954.0,0,86.0,0,4.0,0,0,Monday,0
2023-10-31,362,2023-10-31,146.0,0,46.0,0,104.0,0,25.0,0,0.0,0,96.0,0,63.0,0,10003.0,0,91.0,0,7.0,0,0,Tuesday,0
2023-11-01,385,2023-11-01,113.0,1,99.0,0,122.0,1,29.0,0,0.0,0,150.0,0,56.0,0,9909.0,0,86.0,0,6.0,0,0,Wednesday,0
2023-11-02,364,2023-11-02,151.0,0,90.0,0,102.0,0,0.0,0,0.0,0,56.0,0,22.0,0,9668.0,0,89.0,0,8.0,0,0,Thursday,0
2023-11-03,388,2023-11-03,142.0,0,77.0,0,114.0,0,17.0,0,0.0,0,50.0,0,45.0,0,9820.0,0,82.0,0,5.0,0,0,Friday,0
2023-11-04,396,2023-11-04,138.0,0,34.0,0,88.0,0,22.0,0,0.0,0,32.0,0,48.0,0,9703.0,0,91.0,0,5.0,0,1,Saturday,0
2023-11-05,465,2023-11-05,138.0,0,69.0,0,103.0,0,60.0,0,0.0,0,0.0,0,74.0,0,9808.0,0,82.0,0,5.0,0,1,Sunday,0
2023-11-06,404,2023-11-06,134.0,0,72.0,0,105.0,0,69.0,0,0.0,0,0.0,0,78.0,0,9986.0,0,81.0,0,1.0,0,0,Monday,0
2023-11-07,377,2023-11-07,131.0,0,55.0,0,94.0,0,48.0,0,0.0,0,14.0,0,64.0,0,10084.0,0,85.0,0,1.0,0,0,Tuesday,0
2023-11-08,353,2023-11-08,123.0,0,61.0,0,96.0,0,0.0,0,0.0,0,40.0,0,20.0,0,10048.0,0,90.0,0,8.0,0,0,Wednesday,0
2023-11-09,347,2023-11-09,98.0,0,50.0,0,87.0,0,32.0,0,0.0,0,22.0,0,52.0,0,9971.0,0,83.0,0,6.0,0,0,Thursday,0
2023-11-10,347,2023-11-10,113.0,0,62.0,0,80.0,0,4.0,0,0.0,0,14.0,0,27.0,0,9966.0,0,86.0,0,5.0,0,0,Friday,0
2023-11-11,411,2023-11-11,153.0,0,19.0,0,66.0,0,63.0,0,0.0,0,0.0,0,69.0,0,10070.0,0,86.0,0,1.0,0,1,Saturday,0
2023-11-12,429,2023-11-12,162.0,0,29.0,0,91.0,0,0.0,0,0.0,0,156.0,0,19.0,0,10038.0,0,94.0,0,7.0,0,1,Sunday,0
2023-11-13,429,2023-11-13,131.0,0,70.0,0,116.0,0,33.0,0,0.0,0,0.0,0,50.0,0,9988.0,0,80.0,0,6.0,0,0,Monday,0
2023-11-14,363,2023-11-14,122.0,0,109.0,0,120.0,0,9.0,0,0.0,0,106.0,0,31.0,0,10047.0,0,87.0,0,3.0,0,0,Tuesday,0
2023-11-15,377,2023-11-15,87.0,1,79.0,0,101.0,1,58.0,0,0.0,0,0.0,0,63.0,0,10163.0,0,82.0,0,2.0,0,0,Wednesday,0
2023-11-16,350,2023-11-16,128.0,0,44.0,0,65.0,0,0.0,0,0.0,0,10.0,0,18.0,0,10142.0,0,92.0,0,8.0,0,0,Thursday,0
2023-11-17,366,2023-11-17,156.0,0,30.0,0,79.0,0,55.0,0,0.0,0,36.0,0,60.0,0,10198.0,0,87.0,0,4.0,0,0,Friday,0
2023-11-18,411,2023-11-18,147.0,0,56.0,0,106.0,0,0.0,0,0.0,0,4.0,0,17.0,0,10113.0,0,91.0,0,8.0,0,1,Saturday,0
2023-11-19,329,2023-11-19,127.0,1,112.0,0,129.0,1,9.0,0,0.0,0,6.0,0,29.0,0,10078.0,0,80.0,0,6.0,0,1,Sunday,0
2023-11-20,340,2023-11-20,109.0,0,81.0,0,104.0,0,14.0,0,0.0,0,2.0,0,32.0,0,10097.0,0,85.0,0,6.0,0,0,Monday,0
2023-11-21,352,2023-11-21,114.0,0,89.0,0,99.0,0,0.0,0,0.0,0,4.0,0,16.0,0,10230.0,0,86.0,0,8.0,0,0,Tuesday,0
2023-11-22,388,2023-11-22,137.0,0,52.0,0,83.0,0,0.0,0,0.0,0,0.0,0,16.0,0,10300.0,0,88.0,0,6.0,0,0,Wednesday,0
2023-11-23,353,2023-11-23,93.0,1,68.0,0,102.0,1,45.0,0,0.0,0,0.0,0,50.0,0,10252.0,0,86.0,0,4.0,0,0,Thursday,0
2023-11-24,345,2023-11-24,66.0,1,88.0,1,91.0,1,22.0,0,0.0,0,0.0,0,36.0,0,10217.0,0,64.0,0,5.0,0,0,Friday,0
2023-11-25,442,2023-11-25,99.0,0,-4.0,0,31.0,0,67.0,0,0.0,0,0.0,0,60.0,0,10217.0,0,75.0,0,2.0,0,1,Saturday,0
2023-11-26,366,2023-11-26,100.0,0,-13.0,0,43.0,0,0.0,0,0.0,0,60.0,0,15.0,0,10153.0,0,94.0,0,7.0,0,1,Sunday,0
2023-11-27,376,2023-11-27,80.0,0,8.0,0,54.0,0,0.0,0,0.0,0,20.0,0,15.0,0,10007.0,0,92.0,0,8.0,0,0,Monday,0
2023-11-28,355,2023-11-28,76.0,0,37.0,0,58.0,0,42.0,0,0.0,0,2.0,0,46.0,0,10094.0,0,85.0,0,4.0,0,0,Tuesday,0
2023-11-29,390,2023-11-29,42.0,1,20.0,0,48.0,1,42.0,0,0.0,0,0.0,0,45.0,0,10051.0,0,84.0,0,6.0,0,0,Wednesday,0
2023-11-30,389,2023-11-30,40.0,0,-23.0,0,9.0,0,9.0,0,0.0,0,0.0,0,25.0,0,10033.0,0,88.0,0,2.0,0,0,Thursday,0
2023-12-01,420,2023-12-01,56.0,0,-14.0,0,13.0,0,13.0,0,0.0,0,0.0,0,26.0,0,10086.0,0,90.0,0,4.0,0,0,Friday,0
2023-12-02,445,2023-12-02,86.0,0,-14.0,0,21.0,0,0.0,0,0.0,0,4.0,0,13.0,0,10161.0,0,96.0,0,8.0,0,1,Saturday,0
2023-12-03,391,2023-12-03,80.0,0,-31.0,0,28.0,0,0.0,0,0.0,0,76.0,0,13.0,0,10104.0,0,94.0,0,8.0,0,1,Sunday,0
2023-12-04,365,2023-12-04,73.0,0,55.0,0,68.0,0,0.0,0,0.0,0,34.0,0,13.0,0,9974.0,0,95.0,0,8.0,0,0,Monday,0
2023-12-05,360,2023-12-05,72.0,0,55.0,0,64.0,0,0.0,0,0.0,0,4.0,0,13.0,0,10085.0,0,92.0,0,8.0,0,0,Tuesday,0
2023-12-06,373,2023-12-06,89.0,0,8.0,0,40.0,0,53.0,0,0.0,0,12.0,0,45.0,0,10175.0,0,92.0,0,3.0,0,0,Wednesday,0
2023-12-07,361,2023-12-07,118.0,0,13.0,0,51.0,0,0.0,0,0.0,0,28.0,0,13.0,0,10073.0,0,89.0,0,8.0,0,0,Thursday,0
2023-12-08,388,2023-12-08,134.0,0,57.0,0,88.0,0,36.0,0,0.0,0,66.0,0,37.0,0,10045.0,0,88.0,0,4.0,0,0,Friday,0
2023-12-09,388,2023-12-09,125.0,0,76.0,0,105.0,0,9.0,0,0.0,0,32.0,0,22.0,0,9969.0,0,82.0,0,6.0,0,1,Saturday,0
2023-12-10,373,2023-12-10,115.0,0,75.0,0,100.0,0,5.0,0,0.0,0,24.0,0,18.0,0,10017.0,0,82.0,0,4.0,0,1,Sunday,0
2023-12-11,401,2023-12-11,116.0,0,88.0,0,102.0,0,17.0,0,0.0,0,62.0,0,26.0,0,10036.0,0,79.0,0,6.0,0,0,Monday,0
2023-12-12,377,2023-12-12,82.0,1,62.0,0,89.0,1,10.0,0,0.0,0,26.0,0,22.0,0,9979.0,0,94.0,0,7.0,0,0,Tuesday,0
2023-12-13,342,2023-12-13,85.0,0,76.0,0,79.0,0,0.0,0,0.0,0,6.0,0,12.0,0,10032.0,0,89.0,0,8.0,0,0,Wednesday,0
2023-12-14,371,2023-12-14,105.0,0,25.0,0,55.0,0,0.0,0,0.0,0,6.0,0,12.0,0,10219.0,0,91.0,0,7.0,0,0,Thursday,0
2023-12-15,372,2023-12-15,115.0,0,40.0,0,72.0,0,0.0,0,0.0,0,0.0,0,12.0,0,10358.0,0,82.0,0,6.0,0,0,Friday,0
2023-12-16,374,2023-12-16,121.0,0,55.0,0,85.0,0,0.0,0,0.0,0,0.0,0,12.0,0,10388.0,0,90.0,0,8.0,0,1,Saturday,0
2023-12-17,330,2023-12-17,128.0,0,93.0,0,107.0,0,16.0,0,0.0,0,0.0,0,25.0,0,10343.0,0,80.0,0,8.0,0,1,Sunday,0
2023-12-18,377,2023-12-18,123.0,0,93.0,0,111.0,0,0.0,0,0.0,0,62.0,0,12.0,0,10284.0,0,82.0,0,8.0,0,0,Monday,0
2023-12-19,367,2023-12-19,124.0,0,106.0,0,114.0,0,0.0,0,0.0,0,84.0,0,12.0,0,10205.0,0,92.0,0,6.0,0,0,Tuesday,0
2023-12-20,351,2023-12-20,144.0,0,39.0,0,82.0,0,10.0,0,0.0,0,0.0,0,22.0,0,10185.0,0,85.0,0,5.0,0,0,Wednesday,0
2023-12-21,387,2023-12-21,126.0,0,73.0,0,108.0,0,3.0,0,0.0,0,6.0,0,16.0,0,10085.0,0,73.0,0,7.0,0,0,Thursday,0
2023-12-22,386,2023-12-22,136.0,0,88.0,0,107.0,0,0.0,0,0.0,0,0.0,0,12.0,0,10131.0,0,74.0,0,7.0,0,0,Friday,0
2023-12-23,352,2023-12-23,153.0,0,84.0,0,110.0,0,12.0,0,0.0,0,8.0,0,23.0,0,10134.0,0,78.0,0,7.0,0,1,Saturday,0
2023-12-24,353,2023-12-24,129.0,0,102.0,0,128.0,0,0.0,0,0.0,0,28.0,0,12.0,0,10065.0,0,85.0,0,8.0,0,1,Sunday,0
2023-12-25,395,2023-12-25,121.0,1,116.0,0,122.0,1,0.0,0,0.0,0,18.0,0,12.0,0,10074.0,0,90.0,0,8.0,0,0,Monday,1
2023-12-26,324,2023-12-26,124.0,0,62.0,0,92.0,0,12.0,0,0.0,0,12.0,0,23.0,0,10154.0,0,83.0,0,5.0,0,0,Tuesday,1
2023-12-27,286,2023-12-27,126.0,0,55.0,0,89.0,0,0.0,0,0.0,0,46.0,0,12.0,0,10067.0,0,89.0,0,8.0,0,0,Wednesday,0
2023-12-28,317,2023-12-28,119.0,0,97.0,0,112.0,0,2.0,0,0.0,0,48.0,0,15.0,0,10051.0,0,81.0,0,7.0,0,0,Thursday,0
2023-12-29,290,2023-12-29,122.0,0,92.0,0,106.0,0,7.0,0,0.0,0,0.0,0,20.0,0,10071.0,0,78.0,0,6.0,0,0,Friday,0
2023-12-30,343,2023-12-30,107.0,0,56.0,0,89.0,0,0.0,0,0.0,0,56.0,0,12.0,0,10046.0,0,87.0,0,7.0,0,1,Saturday,0
